"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/PinkCustomer/shirt.shirt","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/PinkCustomer/shoes.shoes","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/PinkCustomer/skin.skin","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/eyes.eyes","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/hair.hair","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/pants.pants","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/shirt.shirt","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/shoes.shoes","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Characters/Customer_One/skin.skin","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/coffee_Mat.coffee_Mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/coffeeCup_Mat.coffeeCup_Mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/coffeeLid_Mat.coffeeLid_Mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/cupHolder_Mat.cupHolder_Mat","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","48","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Apparel/Material_003.Material_003","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Apparel/table_metal.table_metal","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/1PmilkLabel.1PmilkLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/animalCrackerLabel.animalCrackerLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/apple.apple","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/appleStem.appleStem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/banana_mat.banana_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/banana_yellow.banana_yellow","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/base_mat_1.base_mat_1","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/beefStewWrapper.beefStewWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/blackBeanWrapper.blackBeanWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/bottleColor.bottleColor","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/bottleLabel.bottleLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/box.box","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/brownStem.brownStem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/can.can","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/chickenNoodle.chickenNoodle","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/chiliWrapper.chiliWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/chocolateCake.chocolateCake","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/cornWrapper.cornWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/firstFloor_mat.firstFloor_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/fruityLoopPackage.fruityLoopPackage","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/grahamCrackerLabel.grahamCrackerLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/grape1.grape1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/grapeStem.grapeStem","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/greenOnion1.greenOnion1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/greenOnion_White.greenOnion_White","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/hanger_mat.hanger_mat","0","0","48","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/honeyCirclesPackage.honeyCirclesPackage","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/iceCreamCones1.iceCreamCones1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/jean.jean","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/leaf.leaf","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/leaf_mat_2.leaf_mat_2","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/lemonCake.lemonCake","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/lid.lid","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/mainSign_Frame_mat.mainSign_Frame_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material.Material","0","0","48","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material4.Material4","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material_002.Material_002","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material_004.Material_004","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/mushroomWrapper.mushroomWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/oatsquaresPackaging.oatsquaresPackaging","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/pancakeMixPackage.pancakeMixPackage","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/pants.pants","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/pasta.pasta","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/pastaLabel.pastaLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/pastaSauceLabel.pastaSauceLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/peachWrapper.peachWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/potatoChip.potatoChip","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/potatoChip_S_V.potatoChip_S_V","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/potatoChipBBQ.potatoChipBBQ","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/potatoWrapper.potatoWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/rainbowCake.rainbowCake","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/redOnion1.redOnion1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/refriedBeans1.refriedBeans1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/riceCrackersLabel.riceCrackersLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/salsa1.salsa1","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/salsaLabel.salsaLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/saltineCracker_mat.saltineCracker_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/sauceLid.sauceLid","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/sign_yellow.sign_yellow","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/skimMilk.skimMilk","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/soupWrapper.soupWrapper","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/stem.stem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/strawberryCake.strawberryCake","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/tomato1.tomato1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/tomatoSoupLabel.tomatoSoupLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/tortillaChipLabel.tortillaChipLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/vanillaCakeMix1.vanillaCakeMix1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/waterBiscuitLabel.waterBiscuitLabel","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/wheatCracker_mat.wheatCracker_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/wholeMilk.wholeMilk","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/wholeWheatPackaging.wholeWheatPackaging","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/woodMaterial.woodMaterial","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Pictures/SLC_stairway_Mat.SLC_stairway_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Pictures/Village_Pic_Mat.Village_Pic_Mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/consoleMat.consoleMat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/band.band","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/broc_mat.broc_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/broc_stem.broc_stem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/c_stem.c_stem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/canaryMelon1.canaryMelon1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/canteloupe_mat.canteloupe_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/carrot.carrot","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/cucumber1.cucumber1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/green.green","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/green_pepper_mat.green_pepper_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/leaf.leaf","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/mango_mat.mango_mat","0","0","53","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/mango_stem.mango_stem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/Material_001.Material_001","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/Material_002.Material_002","0","0","47","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/orange1.orange1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/orange_pepper_mat.orange_pepper_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/orangeStem.orangeStem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/pear1.pear1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/pearStem.pearStem","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/potato_mat.potato_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/radish.radish","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/red_pepper_mat.red_pepper_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/redApple1.redApple1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/stem_mat.stem_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/strawberry_mat.strawberry_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/yellow_pepper_mat.yellow_pepper_mat","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/ProduceMaterials/yellowApple1.yellowApple1","0","0","29","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Textures/grassTexture_Mat.grassTexture_Mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Textures/wood-floor-texture-14_Mat.wood-floor-texture-14_Mat","0","0","15","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","66","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","105","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/cinderblock.cinderblock","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/saleSign_brown.saleSign_brown","0","0","48","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/saleSign_yellow.saleSign_yellow","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/wood-for-desk.wood-for-desk","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/shirt_mat.shirt_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Apparel/mannePants_mat.mannePants_mat","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/manneShirt_pink.manneShirt_pink","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/manneShirt_green.manneShirt_green","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/manneShirt_blue.manneShirt_blue","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/eyes.eyes","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/skin.skin","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/vest.vest","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/vest_2.vest_2","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/baseColor.baseColor","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material1.Material1","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material_005.Material_005","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/miniScreenGlow.miniScreenGlow","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/register.register","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/screenGlow.screenGlow","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Apparel/table_center.table_center","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/freezer_blue.freezer_blue","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/hinge.hinge","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/shelf1.shelf1","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/backlight.backlight","0","0","39","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Produce/firstCube.firstCube","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/innerProduceTable.innerProduceTable","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/cabinet.cabinet","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/cold.cold","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/counter.counter","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/hot.hot","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/sink1.sink1","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/tv_base.tv_base","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Misc/TVGlow.TVGlow","0","0","24","1","0.000000","0","24"
"/Game/Assets/StoreStuff/Materials/green.green","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/leaf_mat_001.leaf_mat_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/trunk_mat.trunk_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/20_off_label.20_off_label","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/bakedSign.bakedSign","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/mainSign_mat.mainSign_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/Material2.Material2","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/signHanger_mat.signHanger_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/text_mat.text_mat","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/text_mat_001.text_mat_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/frozenSign_mat.frozenSign_mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Misc/Signs/toppings_mat.toppings_mat","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/leaf_sign.leaf_sign","0","0","15","1","0.000000","0","0"
"/Game/Assets/StoreStuff/Materials/peach.peach","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","105","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
